CASE #,Date of Occurance,Primary Description,Description,Beat,Ward,Year,Latitude,Longitude,Month
HT405253,7/19/2011,HOMICIDE,FIRST DEGREE MURDER,732,6,2011,41.76656508,-87.63838556,7
HT578691,11/7/2011,HOMICIDE,FIRST DEGREE MURDER,2123,4,2011,41.82219993,-87.6021348,11
HT576092,11/5/2011,HOMICIDE,FIRST DEGREE MURDER,1122,28,2011,41.877169,-87.71906143,11
HT581763,11/9/2011,HOMICIDE,FIRST DEGREE MURDER,522,34,2011,41.68888856,-87.62824228,11
HT582731,11/10/2011,HOMICIDE,FIRST DEGREE MURDER,614,18,2011,41.74130441,-87.65969033,11
HT582670,11/10/2011,HOMICIDE,FIRST DEGREE MURDER,233,3,2011,41.79196818,-87.62924063,11
HT583773,11/10/2011,HOMICIDE,FIRST DEGREE MURDER,2223,21,2011,41.73030767,-87.64345483,11
HT583947,11/11/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.78155318,-87.61323316,11
HT585334,11/11/2011,HOMICIDE,FIRST DEGREE MURDER,1223,25,2011,41.85539085,-87.67838218,11
HT587790,11/13/2011,HOMICIDE,FIRST DEGREE MURDER,911,14,2011,41.79370267,-87.69304112,11
HT591054,11/15/2011,HOMICIDE,FIRST DEGREE MURDER,524,34,2011,41.68144535,-87.63851146,11
HT591361,11/15/2011,HOMICIDE,FIRST DEGREE MURDER,2223,21,2011,41.71705137,-87.63823796,11
HT555511,11/15/2011,HOMICIDE,FIRST DEGREE MURDER,912,14,2011,41.81910657,-87.69700702,11
HT590868,11/16/2011,HOMICIDE,FIRST DEGREE MURDER,725,15,2011,41.77346485,-87.66532217,11
X443833,3/7/2011,HOMICIDE,FIRST DEGREE MURDER,221,3,2011,41.81578381,-87.62802605,3
HT595819,11/19/2011,HOMICIDE,FIRST DEGREE MURDER,734,17,2011,41.76493852,-87.66159115,11
C398333,3/26/2011,HOMICIDE,FIRST DEGREE MURDER,1224,25,2011,41.86979126,-87.68489898,3
HT598720,11/23/2011,HOMICIDE,FIRST DEGREE MURDER,735,17,2011,41.75994773,-87.66365908,11
HT604560,11/25/2011,HOMICIDE,FIRST DEGREE MURDER,822,14,2011,41.800151,-87.70986955,11
HT606704,11/27/2011,HOMICIDE,FIRST DEGREE MURDER,714,15,2011,41.78070192,-87.67393646,11
HT607919,11/27/2011,HOMICIDE,FIRST DEGREE MURDER,1532,28,2011,41.88865843,-87.7488903,11
HT609025,11/28/2011,HOMICIDE,FIRST DEGREE MURDER,2532,37,2011,41.9143833,-87.76370829,11
HT612170,11/30/2011,HOMICIDE,FIRST DEGREE MURDER,912,12,2011,41.8148715,-87.68950311,11
HT613476,12/1/2011,HOMICIDE,FIRST DEGREE MURDER,2234,34,2011,41.69219754,-87.65549441,12
HT616260,12/3/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.7816918,-87.61083374,12
HT616974,12/4/2011,HOMICIDE,FIRST DEGREE MURDER,2312,46,2011,41.96816543,-87.65761805,12
HT617152,12/4/2011,HOMICIDE,FIRST DEGREE MURDER,1412,35,2011,41.93426248,-87.71490485,12
HT617267,12/4/2011,HOMICIDE,FIRST DEGREE MURDER,2234,34,2011,41.68940835,-87.65115951,12
HT617759,12/4/2011,HOMICIDE,FIRST DEGREE MURDER,321,20,2011,41.77421527,-87.61066104,12
Y449586,9/10/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.89544322,-87.71808932,9
HT618688,12/5/2011,HOMICIDE,FIRST DEGREE MURDER,911,14,2011,41.79503937,-87.6950558,12
HT619354,12/5/2011,HOMICIDE,FIRST DEGREE MURDER,2422,49,2011,42.02177727,-87.66676283,12
HT621654,12/8/2011,HOMICIDE,FIRST DEGREE MURDER,632,8,2011,41.73607625,-87.60132455,12
HT625528,12/10/2011,HOMICIDE,FIRST DEGREE MURDER,323,6,2011,41.76128657,-87.60669365,12
HT625714,12/10/2011,HOMICIDE,FIRST DEGREE MURDER,1723,33,2011,41.95518758,-87.71295262,12
HT629330,12/12/2011,HOMICIDE,FIRST DEGREE MURDER,1724,33,2011,41.96119599,-87.70662917,12
HT629492,12/13/2011,HOMICIDE,FIRST DEGREE MURDER,1115,28,2011,41.87701486,-87.73141157,12
HT630007,12/13/2011,HOMICIDE,FIRST DEGREE MURDER,1115,28,2011,41.87880262,-87.73112674,12
HT635830,12/17/2011,HOMICIDE,FIRST DEGREE MURDER,314,20,2011,41.77790718,-87.60039809,12
HT637390,12/18/2011,HOMICIDE,FIRST DEGREE MURDER,522,34,2011,41.68524281,-87.62937672,12
HT639247,12/19/2011,HOMICIDE,FIRST DEGREE MURDER,331,5,2011,41.7716489,-87.5748301,12
HT641355,12/21/2011,HOMICIDE,FIRST DEGREE MURDER,1523,28,2011,41.88276475,-87.7632768,12
HT502027,12/22/2011,HOMICIDE,FIRST DEGREE MURDER,411,8,2011,41.74502716,-87.58582151,12
HT644437,12/23/2011,HOMICIDE,FIRST DEGREE MURDER,726,15,2011,41.77937623,-87.66961276,12
HT645986,12/24/2011,HOMICIDE,FIRST DEGREE MURDER,1131,24,2011,41.87373739,-87.74502039,12
HT646140,12/24/2011,HOMICIDE,FIRST DEGREE MURDER,221,3,2011,41.81603914,-87.62625873,12
HT646724,12/25/2011,HOMICIDE,FIRST DEGREE MURDER,1212,27,2011,41.8874436,-87.65102888,12
HT645849,12/24/2011,HOMICIDE,FIRST DEGREE MURDER,913,12,2011,41.82432053,-87.70999101,12
HT649448,12/27/2011,HOMICIDE,FIRST DEGREE MURDER,723,16,2011,41.77406997,-87.64463945,12
HT649448,12/27/2011,HOMICIDE,FIRST DEGREE MURDER,723,16,2011,41.77406997,-87.64463945,12
HT650660,12/28/2011,HOMICIDE,FIRST DEGREE MURDER,831,15,2011,41.77499473,-87.69450303,12
HT651443,12/29/2011,HOMICIDE,FIRST DEGREE MURDER,512,9,2011,41.70378714,-87.60529434,12
HT650674,12/29/2011,HOMICIDE,FIRST DEGREE MURDER,921,3,2011,41.80247653,-87.64654694,12
HT652289,12/29/2011,HOMICIDE,FIRST DEGREE MURDER,1022,24,2011,41.85980953,-87.70548363,12
HT654081,12/31/2011,HOMICIDE,FIRST DEGREE MURDER,914,12,2011,41.81326188,-87.66995268,12
HT654534,12/31/2011,HOMICIDE,FIRST DEGREE MURDER,712,16,2011,41.78450988,-87.64611906,12
HT624348,12/9/2011,HOMICIDE,FIRST DEGREE MURDER,1135,2,2011,41.87606919,-87.68717082,12
HS684556,1/1/2011,HOMICIDE,FIRST DEGREE MURDER,723,6,2011,41.77190712,-87.64458194,1
HT101536,1/2/2011,HOMICIDE,FIRST DEGREE MURDER,623,6,2011,41.75816891,-87.62870125,1
HT101536,1/2/2011,HOMICIDE,FIRST DEGREE MURDER,623,6,2011,41.75816891,-87.62870125,1
HT104380,1/4/2011,HOMICIDE,FIRST DEGREE MURDER,1231,2,2011,41.86427277,-87.66013386,1
HT104792,1/4/2011,HOMICIDE,FIRST DEGREE MURDER,2311,46,2011,41.96449984,-87.6610028,1
HT108310,1/6/2011,HOMICIDE,FIRST DEGREE MURDER,412,8,2011,41.73795964,-87.57937794,1
HT111240,1/8/2011,HOMICIDE,FIRST DEGREE MURDER,623,17,2011,41.74830573,-87.63181407,1
HT111412,1/8/2011,HOMICIDE,FIRST DEGREE MURDER,221,3,2011,41.81569801,-87.62300861,1
HT111676,1/9/2011,HOMICIDE,FIRST DEGREE MURDER,911,14,2011,41.80110408,-87.68717267,1
HT114232,1/10/2011,HOMICIDE,FIRST DEGREE MURDER,1115,28,2011,41.87882764,-87.72909955,1
HT112275,1/11/2011,HOMICIDE,FIRST DEGREE MURDER,2221,21,2011,41.72597086,-87.66279216,1
HT116872,1/12/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.78033098,-87.61045305,1
HT118573,1/13/2011,HOMICIDE,FIRST DEGREE MURDER,1023,28,2011,41.86110316,-87.69128621,1
HT119996,1/15/2011,HOMICIDE,FIRST DEGREE MURDER,1511,29,2011,41.89478925,-87.76978852,1
HT116513,1/15/2011,HOMICIDE,FIRST DEGREE MURDER,733,17,2011,41.76616125,-87.64929136,1
HT123587,1/17/2011,HOMICIDE,FIRST DEGREE MURDER,724,16,2011,41.77965542,-87.65121579,1
HT123735,1/18/2011,HOMICIDE,FIRST DEGREE MURDER,524,34,2011,41.6778002,-87.64295433,1
HT133119,1/24/2011,HOMICIDE,FIRST DEGREE MURDER,2234,34,2011,41.68707051,-87.66005869,1
HT137982,1/27/2011,HOMICIDE,FIRST DEGREE MURDER,825,15,2011,41.78189649,-87.69103203,1
HT138847,1/27/2011,HOMICIDE,FIRST DEGREE MURDER,1013,22,2011,41.84516143,-87.72500497,1
HT139016,1/28/2011,HOMICIDE,FIRST DEGREE MURDER,222,3,2011,41.81484446,-87.61549058,1
HT140583,1/29/2011,HOMICIDE,FIRST DEGREE MURDER,931,16,2011,41.80242074,-87.66359111,1
HT141140,1/29/2011,HOMICIDE,FIRST DEGREE MURDER,713,15,2011,41.78578897,-87.66194188,1
HT142223,1/30/2011,HOMICIDE,FIRST DEGREE MURDER,631,8,2011,41.74580143,-87.60467696,1
HT139228,1/28/2011,HOMICIDE,FIRST DEGREE MURDER,1121,27,2011,41.89550508,-87.71174182,1
HT142432,1/31/2011,HOMICIDE,FIRST DEGREE MURDER,333,5,2011,41.7650392,-87.57627519,1
HT144517,2/1/2011,HOMICIDE,FIRST DEGREE MURDER,1422,26,2011,41.90646454,-87.70801335,2
HT144517,2/1/2011,HOMICIDE,FIRST DEGREE MURDER,1422,26,2011,41.90646454,-87.70801335,2
HT143584,2/3/2011,HOMICIDE,FIRST DEGREE MURDER,1122,27,2011,41.89261047,-87.71744805,2
HT148128,2/4/2011,HOMICIDE,FIRST DEGREE MURDER,631,6,2011,41.74518807,-87.60749448,2
HT147866,2/5/2011,HOMICIDE,FIRST DEGREE MURDER,1134,28,2011,41.87545967,-87.70995698,2
HT148203,2/5/2011,HOMICIDE,FIRST DEGREE MURDER,421,7,2011,41.7593356,-87.55965463,2
HT149027,2/5/2011,HOMICIDE,FIRST DEGREE MURDER,2232,34,2011,41.70702774,-87.6343944,2
HT149354,2/5/2011,HOMICIDE,FIRST DEGREE MURDER,1211,2,2011,41.87756569,-87.68489383,2
HT151711,2/7/2011,HOMICIDE,FIRST DEGREE MURDER,1923,47,2011,41.9531443,-87.66901513,2
HT152977,2/9/2011,HOMICIDE,FIRST DEGREE MURDER,711,3,2011,41.78709373,-87.64088097,2
HT156871,2/11/2011,HOMICIDE,FIRST DEGREE MURDER,2221,21,2011,41.73323274,-87.66663681,2
HT158215,2/12/2011,HOMICIDE,FIRST DEGREE MURDER,724,17,2011,41.76950187,-87.65544736,2
HT161224,2/14/2011,HOMICIDE,FIRST DEGREE MURDER,1135,2,2011,41.87350897,-87.70100593,2
HT165579,2/16/2011,HOMICIDE,FIRST DEGREE MURDER,922,11,2011,41.82613447,-87.67028944,2
HT173259,2/22/2011,HOMICIDE,FIRST DEGREE MURDER,1033,12,2011,41.84614149,-87.70018913,2
HT175664,2/23/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.7804394,-87.60372767,2
HT177412,2/24/2011,HOMICIDE,FIRST DEGREE MURDER,313,20,2011,41.78343408,-87.60599632,2
HT180194,2/26/2011,HOMICIDE,FIRST DEGREE MURDER,912,12,2011,41.81278001,-87.69189375,2
HT180292,2/26/2011,HOMICIDE,FIRST DEGREE MURDER,2534,37,2011,41.90347999,-87.73238999,2
HT180003,2/26/2011,HOMICIDE,FIRST DEGREE MURDER,2022,48,2011,41.98812714,-87.65815368,2
HT180003,2/26/2011,HOMICIDE,FIRST DEGREE MURDER,2022,48,2011,41.98812714,-87.65815368,2
HT183702,3/1/2011,HOMICIDE,FIRST DEGREE MURDER,614,18,2011,41.74249347,-87.66688179,3
HT184401,3/1/2011,HOMICIDE,FIRST DEGREE MURDER,513,34,2011,41.69496829,-87.62796351,3
HT187740,3/4/2011,HOMICIDE,FIRST DEGREE MURDER,321,20,2011,41.77621559,-87.61192907,3
HT188442,3/4/2011,HOMICIDE,FIRST DEGREE MURDER,434,10,2011,41.68462365,-87.5628055,3
HT189211,3/5/2011,HOMICIDE,FIRST DEGREE MURDER,2431,49,2011,42.00903332,-87.67103533,3
HT181604,3/5/2011,HOMICIDE,FIRST DEGREE MURDER,1113,28,2011,41.87695536,-87.73631047,3
HT190514,3/5/2011,HOMICIDE,FIRST DEGREE MURDER,1511,29,2011,41.90018823,-87.77449791,3
HT200722,3/13/2011,HOMICIDE,FIRST DEGREE MURDER,824,16,2011,41.78937308,-87.69123609,3
HT200791,3/13/2011,HOMICIDE,FIRST DEGREE MURDER,1122,28,2011,41.88077356,-87.7218875,3
HT201703,3/14/2011,HOMICIDE,FIRST DEGREE MURDER,2011,40,2011,41.97951496,-87.69197743,3
HT202574,3/14/2011,HOMICIDE,FIRST DEGREE MURDER,531,9,2011,41.68547466,-87.60796468,3
HT208024,3/17/2011,HOMICIDE,FIRST DEGREE MURDER,524,34,2011,41.68037756,-87.6384717,3
HT209905,3/19/2011,HOMICIDE,FIRST DEGREE MURDER,1123,28,2011,41.88634498,-87.71177554,3
HT209962,3/19/2011,HOMICIDE,FIRST DEGREE MURDER,715,15,2011,41.78973881,-87.67297113,3
HT213845,3/21/2011,HOMICIDE,FIRST DEGREE MURDER,321,5,2011,41.77695185,-87.58840218,3
HT216724,3/23/2011,HOMICIDE,FIRST DEGREE MURDER,624,8,2011,41.75864979,-87.5985721,3
HT221364,3/26/2011,HOMICIDE,FIRST DEGREE MURDER,623,6,2011,41.75788608,-87.61669378,3
HT222009,3/27/2011,HOMICIDE,FIRST DEGREE MURDER,1523,28,2011,41.88891213,-87.7589252,3
HT223848,3/28/2011,HOMICIDE,FIRST DEGREE MURDER,2535,30,2011,41.91626475,-87.72653102,3
HT223608,3/29/2011,HOMICIDE,FIRST DEGREE MURDER,1933,43,2011,41.92539845,-87.6523113,3
HT230621,4/2/2011,HOMICIDE,FIRST DEGREE MURDER,1121,27,2011,41.89913324,-87.71331549,4
HT238913,4/7/2011,HOMICIDE,FIRST DEGREE MURDER,612,21,2011,41.75032397,-87.65858825,4
HT239403,4/8/2011,HOMICIDE,FIRST DEGREE MURDER,1111,27,2011,41.90139334,-87.72749466,4
HT240518,4/8/2011,HOMICIDE,FIRST DEGREE MURDER,2123,4,2011,41.81135997,-87.60601062,4
HT242239,4/9/2011,HOMICIDE,FIRST DEGREE MURDER,234,3,2011,41.79434495,-87.61596874,4
HT242557,4/10/2011,HOMICIDE,FIRST DEGREE MURDER,621,17,2011,41.75077447,-87.63478125,4
HT243538,4/10/2011,HOMICIDE,FIRST DEGREE MURDER,731,17,2011,41.75914561,-87.63089701,4
HT244208,4/11/2011,HOMICIDE,FIRST DEGREE MURDER,1032,22,2011,41.83803725,-87.71217349,4
HT245722,4/11/2011,HOMICIDE,FIRST DEGREE MURDER,1023,28,2011,41.85931671,-87.68933647,4
HT246404,4/12/2011,HOMICIDE,FIRST DEGREE MURDER,835,18,2011,41.7499911,-87.6924789,4
HT248769,4/13/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.84342223,-87.71843013,4
HT249709,4/14/2011,HOMICIDE,FIRST DEGREE MURDER,623,6,2011,41.75625909,-87.62471994,4
HT249886,4/14/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.84132764,-87.73176817,4
HT249814,4/14/2011,HOMICIDE,FIRST DEGREE MURDER,421,7,2011,41.7565074,-87.56268659,4
HT250705,4/15/2011,HOMICIDE,FIRST DEGREE MURDER,422,7,2011,41.7510376,-87.55773136,4
HT251914,4/15/2011,HOMICIDE,FIRST DEGREE MURDER,912,12,2011,41.80834424,-87.69023972,4
HT253985,4/17/2011,HOMICIDE,FIRST DEGREE MURDER,513,34,2011,41.69712949,-87.62417937,4
HT254729,4/18/2011,HOMICIDE,FIRST DEGREE MURDER,915,20,2011,41.80786906,-87.67466663,4
HT256273,4/19/2011,HOMICIDE,FIRST DEGREE MURDER,631,6,2011,41.74845823,-87.60515996,4
HT257175,4/19/2011,HOMICIDE,FIRST DEGREE MURDER,734,17,2011,41.76612369,-87.65778491,4
HT263058,4/23/2011,HOMICIDE,FIRST DEGREE MURDER,1831,42,2011,41.89549532,-87.64187462,4
HT264128,4/24/2011,HOMICIDE,FIRST DEGREE MURDER,624,8,2011,41.75049214,-87.59789555,4
HT266072,4/25/2011,HOMICIDE,FIRST DEGREE MURDER,1133,24,2011,41.87329504,-87.7156508,4
HT267595,4/26/2011,HOMICIDE,FIRST DEGREE MURDER,631,8,2011,41.74581496,-87.60335029,4
HT268838,4/27/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.9008535,-87.72556394,4
HT269154,4/27/2011,HOMICIDE,FIRST DEGREE MURDER,1133,24,2011,41.87355906,-87.71626878,4
HT272595,4/30/2011,HOMICIDE,FIRST DEGREE MURDER,1232,2,2011,41.86536354,-87.65475873,4
HT272658,4/30/2011,HOMICIDE,FIRST DEGREE MURDER,2124,4,2011,41.80333517,-87.60376139,4
HT273641,4/30/2011,HOMICIDE,FIRST DEGREE MURDER,511,9,2011,41.71084121,-87.62124523,4
HT274248,5/1/2011,HOMICIDE,FIRST DEGREE MURDER,1533,24,2011,41.87650609,-87.74927275,5
HT280063,5/4/2011,HOMICIDE,FIRST DEGREE MURDER,533,9,2011,41.65182863,-87.61533115,5
HT282064,5/6/2011,HOMICIDE,FIRST DEGREE MURDER,123,42,2011,41.8789805,-87.62610509,5
HT283484,5/6/2011,HOMICIDE,FIRST DEGREE MURDER,725,17,2011,41.76965443,-87.662737,5
HT289863,5/11/2011,HOMICIDE,FIRST DEGREE MURDER,233,20,2011,41.78859298,-87.62393128,5
HT291491,5/11/2011,HOMICIDE,FIRST DEGREE MURDER,1013,22,2011,41.84902617,-87.72102643,5
HT292700,5/12/2011,HOMICIDE,FIRST DEGREE MURDER,434,10,2011,41.70389473,-87.560825,5
HT292896,5/12/2011,HOMICIDE,FIRST DEGREE MURDER,726,15,2011,41.77664827,-87.67627302,5
HT293110,5/12/2011,HOMICIDE,FIRST DEGREE MURDER,715,15,2011,41.78955492,-87.67296568,5
HT290812,5/12/2011,HOMICIDE,FIRST DEGREE MURDER,2122,4,2011,41.82366585,-87.60307202,5
HT300657,5/17/2011,HOMICIDE,FIRST DEGREE MURDER,724,16,2011,41.77901753,-87.6496277,5
HT301458,5/18/2011,HOMICIDE,FIRST DEGREE MURDER,1112,27,2011,41.8945688,-87.72238768,5
HT302630,5/19/2011,HOMICIDE,FIRST DEGREE MURDER,324,5,2011,41.76371686,-87.58471391,5
HT302956,5/19/2011,HOMICIDE,FIRST DEGREE MURDER,413,8,2011,41.72613863,-87.57376845,5
HT303270,5/19/2011,HOMICIDE,FIRST DEGREE MURDER,513,9,2011,41.69370635,-87.6182671,5
HT303390,5/19/2011,HOMICIDE,FIRST DEGREE MURDER,1411,1,2011,41.9370146,-87.69775844,5
HT304047,5/20/2011,HOMICIDE,FIRST DEGREE MURDER,2423,49,2011,42.01523514,-87.67245765,5
HT305200,5/20/2011,HOMICIDE,FIRST DEGREE MURDER,825,15,2011,41.77649906,-87.68966708,5
HT305737,5/20/2011,HOMICIDE,FIRST DEGREE MURDER,1131,24,2011,41.8750392,-87.74361684,5
HT306130,5/20/2011,HOMICIDE,FIRST DEGREE MURDER,524,34,2011,41.68173284,-87.64204103,5
HT306214,5/21/2011,HOMICIDE,FIRST DEGREE MURDER,2533,37,2011,41.90815544,-87.75468961,5
HT309082,5/22/2011,HOMICIDE,FIRST DEGREE MURDER,1132,24,2011,41.86955947,-87.7253024,5
HT309472,5/23/2011,HOMICIDE,FIRST DEGREE MURDER,423,10,2011,41.74035015,-87.55512656,5
HT309489,5/23/2011,HOMICIDE,FIRST DEGREE MURDER,1011,24,2011,41.86254222,-87.7231956,5
HT311295,5/23/2011,HOMICIDE,FIRST DEGREE MURDER,512,9,2011,41.70113842,-87.60739319,5
HT311503,5/24/2011,HOMICIDE,FIRST DEGREE MURDER,1411,35,2011,41.93093458,-87.704952,5
HT314942,5/26/2011,HOMICIDE,FIRST DEGREE MURDER,713,16,2011,41.78990665,-87.65840799,5
HT315830,5/26/2011,HOMICIDE,FIRST DEGREE MURDER,512,34,2011,41.70252269,-87.62338772,5
HT321920,5/30/2011,HOMICIDE,FIRST DEGREE MURDER,624,6,2011,41.75617287,-87.61262269,5
HT322222,5/30/2011,HOMICIDE,FIRST DEGREE MURDER,723,20,2011,41.77542973,-87.64075349,5
HT322147,5/30/2011,HOMICIDE,FIRST DEGREE MURDER,934,20,2011,41.79425784,-87.64891935,5
HT322239,5/31/2011,HOMICIDE,FIRST DEGREE MURDER,835,18,2011,41.74945804,-87.68405187,5
HT322321,5/31/2011,HOMICIDE,FIRST DEGREE MURDER,234,20,2011,41.78568772,-87.61656759,5
HT322419,5/31/2011,HOMICIDE,FIRST DEGREE MURDER,613,21,2011,41.73587366,-87.65739488,5
HT322177,5/31/2011,HOMICIDE,FIRST DEGREE MURDER,331,5,2011,41.79116079,-87.57983659,5
HT323731,5/31/2011,HOMICIDE,FIRST DEGREE MURDER,711,3,2011,41.79357171,-87.63297457,5
HT324288,6/1/2011,HOMICIDE,FIRST DEGREE MURDER,731,17,2011,41.76096783,-87.63089913,6
HT326121,6/2/2011,HOMICIDE,FIRST DEGREE MURDER,1513,29,2011,41.88220979,-87.76703474,6
HT326088,6/2/2011,HOMICIDE,FIRST DEGREE MURDER,912,14,2011,41.81969903,-87.70442648,6
HT327899,6/3/2011,HOMICIDE,FIRST DEGREE MURDER,331,5,2011,41.77124038,-87.56991532,6
HT329708,6/4/2011,HOMICIDE,FIRST DEGREE MURDER,1723,33,2011,41.9538508,-87.71339572,6
HT329725,6/4/2011,HOMICIDE,FIRST DEGREE MURDER,632,6,2011,41.73298265,-87.60595761,6
HT329479,6/4/2011,HOMICIDE,FIRST DEGREE MURDER,1132,24,2011,41.87528989,-87.72382709,6
HT329646,6/4/2011,HOMICIDE,FIRST DEGREE MURDER,614,18,2011,41.74055658,-87.67412015,6
HT329811,6/4/2011,HOMICIDE,FIRST DEGREE MURDER,725,17,2011,41.77680393,-87.6604958,6
HT331248,6/5/2011,HOMICIDE,FIRST DEGREE MURDER,1032,22,2011,41.84025545,-87.70979601,6
HT332453,6/5/2011,HOMICIDE,FIRST DEGREE MURDER,831,18,2011,41.76453048,-87.6934742,6
HT332736,6/6/2011,HOMICIDE,FIRST DEGREE MURDER,712,16,2011,41.79162912,-87.65359344,6
HT332755,6/6/2011,HOMICIDE,FIRST DEGREE MURDER,1633,38,2011,41.95314092,-87.77001373,6
HT333339,6/6/2011,HOMICIDE,FIRST DEGREE MURDER,1731,38,2011,41.94916065,-87.74462148,6
HT333114,6/6/2011,HOMICIDE,FIRST DEGREE MURDER,421,7,2011,41.75899893,-87.56551195,6
HT333592,6/6/2011,HOMICIDE,FIRST DEGREE MURDER,1132,24,2011,41.87131337,-87.72536288,6
HT336027,6/7/2011,HOMICIDE,FIRST DEGREE MURDER,321,5,2011,41.77494599,-87.58632106,6
HT337165,6/9/2011,HOMICIDE,FIRST DEGREE MURDER,834,18,2011,41.74963499,-87.70904665,6
HT339411,6/9/2011,HOMICIDE,FIRST DEGREE MURDER,331,5,2011,41.76624999,-87.57552784,6
HT340182,6/10/2011,HOMICIDE,FIRST DEGREE MURDER,1122,27,2011,41.89177025,-87.71787115,6
HT341173,6/10/2011,HOMICIDE,FIRST DEGREE MURDER,1131,24,2011,41.87629124,-87.74267634,6
HT341462,6/11/2011,HOMICIDE,FIRST DEGREE MURDER,1135,28,2011,41.87107569,-87.6947148,6
HT341462,6/11/2011,HOMICIDE,FIRST DEGREE MURDER,1135,28,2011,41.87107569,-87.6947148,6
HT341170,6/11/2011,HOMICIDE,FIRST DEGREE MURDER,1021,24,2011,41.86199175,-87.711637,6
HT341460,6/11/2011,HOMICIDE,FIRST DEGREE MURDER,932,16,2011,41.79870403,-87.66957473,6
HT345760,6/13/2011,HOMICIDE,FIRST DEGREE MURDER,932,16,2011,41.79718071,-87.66953177,6
HT345864,6/13/2011,HOMICIDE,FIRST DEGREE MURDER,2534,37,2011,41.90616219,-87.73417224,6
HT347071,6/14/2011,HOMICIDE,FIRST DEGREE MURDER,1132,24,2011,41.87028684,-87.72532855,6
HT347874,6/15/2011,HOMICIDE,FIRST DEGREE MURDER,2233,34,2011,41.69427426,-87.63429816,6
HT351126,6/16/2011,HOMICIDE,FIRST DEGREE MURDER,1233,25,2011,41.85420142,-87.64761994,6
HT354290,6/18/2011,HOMICIDE,FIRST DEGREE MURDER,712,16,2011,41.79381053,-87.65400679,6
HT354853,6/19/2011,HOMICIDE,FIRST DEGREE MURDER,2531,29,2011,41.90391275,-87.7684483,6
HT357757,6/21/2011,HOMICIDE,FIRST DEGREE MURDER,924,11,2011,41.8375663,-87.64725811,6
HT360630,6/22/2011,HOMICIDE,FIRST DEGREE MURDER,823,15,2011,41.78169014,-87.69834137,6
HT361310,6/23/2011,HOMICIDE,FIRST DEGREE MURDER,1032,22,2011,41.84263581,-87.70898386,6
HT361674,6/23/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.83958565,-87.73293679,6
HT362796,6/23/2011,HOMICIDE,FIRST DEGREE MURDER,734,17,2011,41.76133042,-87.65982912,6
HT322195,6/24/2011,HOMICIDE,FIRST DEGREE MURDER,1524,37,2011,41.89341907,-87.76350896,6
HT365883,6/26/2011,HOMICIDE,FIRST DEGREE MURDER,713,16,2011,41.78051918,-87.66181354,6
HT367559,6/27/2011,HOMICIDE,FIRST DEGREE MURDER,213,3,2011,41.81757652,-87.61837286,6
HT368913,6/27/2011,HOMICIDE,FIRST DEGREE MURDER,915,16,2011,41.79549896,-87.67678096,6
HT369456,6/28/2011,HOMICIDE,FIRST DEGREE MURDER,513,9,2011,41.6994118,-87.62091728,6
HT372628,6/30/2011,HOMICIDE,FIRST DEGREE MURDER,913,12,2011,41.8251442,-87.70202139,6
HT373265,6/30/2011,HOMICIDE,FIRST DEGREE MURDER,1115,28,2011,41.87974804,-87.72670035,6
HT375188,7/1/2011,HOMICIDE,FIRST DEGREE MURDER,1011,24,2011,41.86406225,-87.72004963,7
HT375982,7/2/2011,HOMICIDE,FIRST DEGREE MURDER,1231,2,2011,41.86427851,-87.65970794,7
HT376320,7/2/2011,HOMICIDE,FIRST DEGREE MURDER,622,21,2011,41.73911847,-87.64279994,7
HT376457,7/2/2011,HOMICIDE,FIRST DEGREE MURDER,1031,22,2011,41.837852,-87.72680629,7
HT378694,7/3/2011,HOMICIDE,FIRST DEGREE MURDER,726,15,2011,41.77755263,-87.67175065,7
HT380212,7/4/2011,HOMICIDE,FIRST DEGREE MURDER,513,34,2011,41.69948891,-87.62807889,7
HT276691,5/2/2011,HOMICIDE,FIRST DEGREE MURDER,1824,42,2011,41.90234654,-87.62993942,5
HT380696,7/7/2011,HOMICIDE,FIRST DEGREE MURDER,1311,26,2011,41.89707516,-87.70225008,7
HT383639,7/8/2011,HOMICIDE,FIRST DEGREE MURDER,711,20,2011,41.78328385,-87.63756707,7
HT387816,7/9/2011,HOMICIDE,FIRST DEGREE MURDER,731,6,2011,41.76820326,-87.63473883,7
HT387816,7/9/2011,HOMICIDE,FIRST DEGREE MURDER,731,6,2011,41.76820326,-87.63473883,7
HT387869,7/9/2011,HOMICIDE,FIRST DEGREE MURDER,614,21,2011,41.73711683,-87.66066839,7
HT389101,7/10/2011,HOMICIDE,FIRST DEGREE MURDER,1011,24,2011,41.86187256,-87.71650597,7
HT389395,7/10/2011,HOMICIDE,FIRST DEGREE MURDER,724,16,2011,41.77776837,-87.65602757,7
