CASE #,Date of Occurance,Primary Description,Description,Beat,Ward,Year,Latitude,Longitude,Month
JD415988,10/30/2020,HOMICIDE,,2234,34,2020,41.68286473,-87.66876778,10
JD414483,10/29/2020,HOMICIDE,,1915,46,2020,41.95671059,-87.65288244,10
JD272406,6/22/2020,HOMICIDE,,614,21,2020,41.73670091,-87.66794559,6
JE168523,3/14/2021,HOMICIDE,,2531,29,2020,41.91153129,-87.76799905,3
JD272406,9/5/2020,HOMICIDE,,614,21,2020,41.73670091,-87.66794559,9
JD272406,6/22/2020,HOMICIDE,,614,21,2020,41.73670091,-87.66794559,6
JE168486,3/14/2021,HOMICIDE,,322,20,2020,41.77188963,-87.61396446,3
JD415066,12/5/2020,HOMICIDE,,1022,24,2020,41.86641507,-87.70500414,12
JE168409,3/14/2021,HOMICIDE,,411,8,2020,41.75054873,-87.59303186,3
JE112825,1/14/2021,HOMICIDE,,2533,37,2020,41.90959107,-87.74880593,1
JD451003,12/6/2020,HOMICIDE,,1213,27,2020,41.89711344,-87.6597156,12
JD417016,10/31/2020,HOMICIDE,,331,5,2020,41.77168394,-87.57100249,10
JD397541,10/31/2020,HOMICIDE,,713,16,2020,41.79005429,-87.65598259,10
JD450976,12/6/2020,HOMICIDE,,1221,1,2020,41.89084276,-87.67579816,12
JD451631,12/6/2020,HOMICIDE,,1532,37,2020,41.88865882,-87.74896742,12
JD451449,12/6/2020,HOMICIDE,,1634,31,2020,41.93963822,-87.75488289,12
JD417014,10/31/2020,HOMICIDE,,1011,24,2020,41.86438533,-87.72197025,10
JE128575,1/31/2021,HOMICIDE,,733,6,2020,41.76431975,-87.64560145,1
JE185655,3/31/2021,HOMICIDE,,1523,28,2020,41.88327256,-87.76164547,3
JD303275,7/19/2020,HOMICIDE,,631,8,2020,41.74528523,-87.60506756,7
JD452091,12/7/2020,HOMICIDE,,512,34,2020,41.69976909,-87.63170834,12
JD452203,12/7/2020,HOMICIDE,,511,9,2020,41.71197393,-87.62602328,12
JE128482,1/31/2021,HOMICIDE,,224,3,2020,41.80829274,-87.62281166,1
JD279597,6/29/2020,HOMICIDE,,231,3,2020,41.79770088,-87.61767698,6
JD438848,12/8/2020,HOMICIDE,,1011,24,2020,41.8662297,-87.72098346,12
JE104195,1/5/2021,HOMICIDE,,322,6,2020,41.76835514,-87.61971145,1
JD453443,12/8/2020,HOMICIDE,,731,6,2020,41.76115209,-87.63456241,12
JE161082,3/6/2021,HOMICIDE,,712,16,2020,41.78618498,-87.64859821,3
JD454034,12/9/2020,HOMICIDE,,631,6,2020,41.74508282,-87.61960645,12
JD416956,10/31/2020,HOMICIDE,,1121,27,2020,41.89368286,-87.71072007,10
JD340832,8/22/2020,HOMICIDE,,1524,37,2020,41.89535772,-87.75934494,8
JD421353,11/5/2020,HOMICIDE,,1732,30,2020,41.94591115,-87.72249323,11
JD438133,11/21/2020,HOMICIDE,,523,34,2020,41.67154499,-87.63328502,11
JE143335,2/16/2021,HOMICIDE,,623,6,2020,41.75763859,-87.62635773,2
JE104664,1/6/2021,HOMICIDE,,621,17,2020,41.75772084,-87.64487292,1
JE185249,3/31/2021,HOMICIDE,,1523,37,2020,41.88723185,-87.76427641,3
JE104664,1/6/2021,HOMICIDE,,621,17,2020,41.75772084,-87.64487292,1
JE105104,1/6/2021,HOMICIDE,,1421,26,2020,41.91247611,-87.70681575,1
JE108117,2/2/2021,HOMICIDE,,2232,34,2020,41.70635142,-87.64281743,2
JE113828,1/15/2021,HOMICIDE,,2222,21,2020,41.73132358,-87.65320746,1
JE113759,1/15/2021,HOMICIDE,,724,6,2020,41.77339635,-87.64948211,1
JE121729,1/24/2021,HOMICIDE,,1033,12,2020,41.8500577,-87.69723624,1
JE162150,3/7/2021,HOMICIDE,,411,8,2020,41.7442099,-87.58506148,3
JE169446,3/15/2021,HOMICIDE,,1524,37,2020,41.89577397,-87.7641308,3
JE118554,1/20/2021,HOMICIDE,,814,22,2020,41.80325437,-87.74303585,1
JE130684,2/2/2021,HOMICIDE,,934,16,2020,41.79504297,-87.66339655,2
JE106050,1/7/2021,HOMICIDE,,825,16,2020,41.77865641,-87.68484632,1
JD462480,12/19/2020,HOMICIDE,,2532,37,2020,41.90768288,-87.75621478,12
JD450372,12/5/2020,HOMICIDE,,1412,35,2020,41.93799728,-87.70880433,12
JD465657,12/21/2020,HOMICIDE,,914,11,2020,41.83931341,-87.64388529,12
JE143284,2/16/2021,HOMICIDE,,913,11,2020,41.83802658,-87.6475908,2
JE144350,2/17/2021,HOMICIDE,,1113,28,2020,41.87845845,-87.74520475,2
JE120147,1/22/2021,HOMICIDE,,1132,28,2020,41.87581744,-87.72550379,1
JE131727,2/3/2021,HOMICIDE,,825,16,2020,41.78400174,-87.68864973,2
JE106469,1/8/2021,HOMICIDE,,1122,28,2020,41.87713658,-87.72172756,1
JE142769,2/18/2021,HOMICIDE,,614,18,2020,41.74204271,-87.67293973,2
JE185470,4/1/2021,HOMICIDE,,825,16,2020,41.78387136,-87.6849881,4
JE140202,2/12/2021,HOMICIDE,,1533,28,2020,41.88039991,-87.75300855,2
JB566543,12/22/2020,HOMICIDE,,731,6,2020,41.75894258,-87.63450575,12
JD209949,4/16/2020,HOMICIDE,,331,5,2020,41.76744941,-87.57388984,4
JE163081,3/8/2021,HOMICIDE,,532,9,2020,41.67803875,-87.62177168,3
JE115878,1/17/2021,HOMICIDE,,1112,27,2020,41.8945815,-87.72116448,1
JE115131,1/17/2021,HOMICIDE,,312,20,2020,41.77755833,-87.61555825,1
JE163151,3/8/2021,HOMICIDE,,1524,37,2020,41.8948587,-87.76439603,3
JE115702,1/17/2021,HOMICIDE,,2515,30,2020,41.92385284,-87.77415182,1
JE163081,3/8/2021,HOMICIDE,,532,9,2020,41.67803875,-87.62177168,3
JE162908,3/8/2021,HOMICIDE,,232,20,2020,41.78855456,-87.6239317,3
JD369513,9/16/2020,HOMICIDE,,1723,35,2020,41.96833834,-87.71917182,9
JE113489,1/18/2021,HOMICIDE,,624,6,2020,41.75788527,-87.60782056,1
JD255365,6/5/2020,HOMICIDE,,1513,29,2020,41.86547078,-87.77338324,6
JE133730,2/5/2021,HOMICIDE,,2533,37,2020,41.91080017,-87.7458999,2
JD336779,8/18/2020,HOMICIDE,,2223,21,2020,41.72449426,-87.64329723,8
JE133341,2/5/2021,HOMICIDE,,832,17,2020,41.76745386,-87.68576193,2
JE108124,1/9/2021,HOMICIDE,,222,5,2020,41.80318162,-87.58543202,1
JD317098,8/1/2020,HOMICIDE,,823,16,2020,41.78207808,-87.7020077,8
JE133828,2/6/2021,HOMICIDE,,1024,24,2020,41.85172774,-87.70851373,2
JE182083,3/28/2021,HOMICIDE,,2412,50,2020,41.99828349,-87.70455472,3
JE116833,1/19/2021,HOMICIDE,,1011,24,2020,41.86371391,-87.72265948,1
JE135055,2/7/2021,HOMICIDE,,1533,28,2020,41.87555992,-87.74508813,2
JE135554,2/7/2021,HOMICIDE,,421,7,2020,41.75470383,-87.56629246,2
JE136392,2/8/2021,HOMICIDE,,434,7,2020,41.70385899,-87.56572889,2
JE136346,2/8/2021,HOMICIDE,,324,8,2020,41.76183352,-87.58966934,2
JE136378,2/8/2021,HOMICIDE,,313,20,2020,41.78153478,-87.60595545,2
JE118685,2/8/2021,HOMICIDE,,726,15,2020,41.77572987,-87.67213233,2
JE146555,2/20/2021,HOMICIDE,,611,18,2020,41.75022661,-87.67348252,2
JD386844,10/2/2020,HOMICIDE,,825,16,2020,41.78100038,-87.68929942,10
JE165280,3/10/2021,HOMICIDE,,813,23,2020,41.77969135,-87.72401094,3
JE108294,1/9/2021,HOMICIDE,,1124,28,2020,41.87782629,-87.7011176,1
JE165303,3/10/2021,HOMICIDE,,1012,24,2020,41.85209321,-87.72964119,3
JE136516,2/9/2021,HOMICIDE,,1121,27,2020,41.89434628,-87.71261986,2
JE164994,3/10/2021,HOMICIDE,,411,8,2020,41.75050323,-87.5872715,3
JE148087,2/21/2021,HOMICIDE,,1032,22,2020,41.83900622,-87.70766868,2
JD340988,8/22/2020,HOMICIDE,,1512,29,2020,41.88265343,-87.77187451,8
JE138253,2/10/2021,HOMICIDE,,212,3,2020,41.82381448,-87.61840987,2
JE119606,1/21/2021,HOMICIDE,,1022,24,2020,41.86294224,-87.70727018,1
JE119595,1/21/2021,HOMICIDE,,313,20,2020,41.7832343,-87.61086776,1
JD303327,7/20/2020,HOMICIDE,,2234,34,2020,41.68736606,-87.64830712,7
JE189401,4/4/2021,HOMICIDE,,1633,36,2020,41.94521972,-87.77647941,4
JE189464,4/4/2021,HOMICIDE,,2222,21,2020,41.72446509,-87.65545575,4
JD304212,7/20/2020,HOMICIDE,,1234,25,2020,41.85765571,-87.6766081,7
JE188855,4/4/2021,HOMICIDE,,513,34,2020,41.69798021,-87.62908404,4
JE189165,4/4/2021,HOMICIDE,,1032,22,2020,41.83519374,-87.71667414,4
JD304324,7/20/2020,HOMICIDE,,1022,24,2020,41.86558502,-87.69778723,7
JE189658,4/4/2021,HOMICIDE,,724,17,2020,41.76987408,-87.65667148,4
JE188599,4/4/2021,HOMICIDE,,1223,27,2020,41.88399199,-87.67799835,4
JE189539,4/4/2021,HOMICIDE,,1423,26,2020,41.90696275,-87.70127104,4
JE189264,4/4/2021,HOMICIDE,,522,34,2020,41.68398731,-87.62647632,4
JD461462,12/17/2020,HOMICIDE,,821,14,2020,41.81259649,-87.70536533,12
JE120598,1/22/2021,HOMICIDE,,532,9,2020,41.67898077,-87.61967475,1
JE120562,1/22/2021,HOMICIDE,,833,13,2020,41.77434116,-87.73362632,1
JE119998,1/22/2021,HOMICIDE,,1115,28,2020,41.88062839,-87.73391143,1
JE190673,4/5/2021,HOMICIDE,,713,16,2020,41.79366794,-87.66384359,4
JE190465,4/5/2021,HOMICIDE,,714,15,2020,41.78260167,-87.66550599,4
JE121437,1/23/2021,HOMICIDE,,523,9,2020,41.67368953,-87.62854361,1
JE108328,1/23/2021,HOMICIDE,,2033,47,2020,41.97264329,-87.66171148,1
JD304453,7/20/2020,HOMICIDE,,1133,28,2020,41.87579351,-87.72306223,7
JD301394,7/18/2020,HOMICIDE,,1121,27,2020,41.89182683,-87.71308499,7
JE173701,3/19/2021,HOMICIDE,,1222,27,2020,41.88424963,-87.70444384,3
JE156497,3/2/2021,HOMICIDE,,331,5,2020,41.76719157,-87.57266489,3
JD389456,10/5/2020,HOMICIDE,,2533,37,2020,41.9041296,-87.74979983,10
JE149236,2/22/2021,HOMICIDE,,323,5,2020,41.75944416,-87.59662781,2
JD303327,7/20/2020,HOMICIDE,,2234,34,2020,41.68736606,-87.64830712,7
JE190809,4/6/2021,HOMICIDE,,1522,29,2020,41.87188478,-87.76016815,4
JE173689,3/31/2021,HOMICIDE,,2431,49,2020,42.00782064,-87.67107735,3
JE191249,4/6/2021,HOMICIDE,,421,7,2020,41.75280479,-87.55405993,4
JE191686,4/6/2021,HOMICIDE,,1022,24,2020,41.86252677,-87.70405836,4
JD274334,6/24/2020,HOMICIDE,,623,17,2020,41.74824637,-87.63423332,6
JE174425,3/20/2021,HOMICIDE,,211,4,2020,41.83195916,-87.62056854,3
JD400319,10/15/2020,HOMICIDE,,911,12,2020,41.82609992,-87.6849071,10
JE151419,2/24/2021,HOMICIDE,,231,3,2020,41.80115009,-87.61938437,2
JE190772,4/6/2021,HOMICIDE,,512,9,2020,41.70307345,-87.60267308,4
JE136065,2/10/2021,HOMICIDE,,2222,21,2020,41.72955973,-87.65194384,2
JD269991,6/24/2020,HOMICIDE,,1032,22,2020,41.84030162,-87.71223966,6
JE141194,2/14/2021,HOMICIDE,,2531,29,2020,41.91292506,-87.77353813,2
JD422184,11/5/2020,HOMICIDE,,612,17,2020,41.75555424,-87.65386795,11
JD461629,12/17/2020,HOMICIDE,,1722,39,2020,41.96407934,-87.72951911,12
JE152400,2/25/2021,HOMICIDE,,1532,28,2020,41.88483073,-87.75278117,2
JE174979,3/21/2021,HOMICIDE,,1433,32,2020,41.91064318,-87.66688431,3
JD334174,8/16/2020,HOMICIDE,,1732,30,2020,41.9392056,-87.71811357,8
JE175526,3/21/2021,HOMICIDE,,213,3,2020,41.82493308,-87.62310466,3
JE107997,1/9/2021,HOMICIDE,,222,5,2020,41.80521197,-87.58578986,1
JE191820,4/7/2021,HOMICIDE,,624,6,2020,41.75060934,-87.61249069,4
JE192822,4/7/2021,HOMICIDE,,524,34,2020,41.67116867,-87.65752686,4
JE153463,2/26/2021,HOMICIDE,,823,17,2020,41.77853244,-87.69703066,2
JD312535,7/28/2020,HOMICIDE,,1024,24,2020,41.8560444,-87.71052364,7
JE176509,3/22/2021,HOMICIDE,,224,3,2020,41.80935117,-87.61869175,3
JE176559,3/22/2021,HOMICIDE,,1113,28,2020,41.87695275,-87.73633619,3
JE153504,2/27/2021,HOMICIDE,,522,34,2020,41.69235865,-87.62309675,2
JD264558,6/15/2020,HOMICIDE,,423,7,2020,41.72815077,-87.55905079,6
JE193004,4/8/2021,HOMICIDE,,1113,28,2020,41.88096768,-87.73794027,4
JD317103,8/1/2020,HOMICIDE,,421,7,2020,41.75492076,-87.56508045,8
JE176747,3/23/2021,HOMICIDE,,624,8,2020,41.75083246,-87.60522475,3
JD304982,7/21/2020,HOMICIDE,,321,20,2020,41.77622708,-87.60461863,7
JE177040,3/23/2021,HOMICIDE,,1011,24,2020,41.86281987,-87.71814152,3
JD422083,11/5/2020,HOMICIDE,,732,6,2020,41.76884805,-87.64380453,11
JE154725,2/28/2021,HOMICIDE,,2223,21,2020,41.72799201,-87.64217543,2
JE154611,2/28/2021,HOMICIDE,,634,9,2020,41.72907838,-87.62187914,2
JE155328,3/1/2021,HOMICIDE,,314,5,2020,41.78187436,-87.5878649,3
JE174942,3/23/2021,HOMICIDE,,1623,45,2020,41.96247291,-87.75707736,3
JE177363,3/23/2021,HOMICIDE,,634,21,2020,41.72712358,-87.62931535,3
JD264558,6/15/2020,HOMICIDE,,423,7,2020,41.72815077,-87.55905079,6
JD276207,6/25/2020,HOMICIDE,,613,21,2020,41.74238634,-87.64866068,6
JE154928,2/28/2021,HOMICIDE,,2531,29,2020,41.90629823,-87.77307805,2
JE194870,4/9/2021,HOMICIDE,,915,3,2020,41.82635845,-87.63311632,4
JE177954,3/24/2021,HOMICIDE,,735,17,2020,41.7623856,-87.6661775,3
JE178376,3/24/2021,HOMICIDE,,613,21,2020,41.74048696,-87.64860757,3
JD379655,9/26/2020,HOMICIDE,,1523,28,2020,41.88474768,-87.75645061,9
JD358144,9/6/2020,HOMICIDE,,1233,25,2020,41.86427823,-87.65966022,9
JE178971,3/25/2021,HOMICIDE,,421,7,2020,41.75667207,-87.56268829,3
JE178971,3/25/2021,HOMICIDE,,421,7,2020,41.75667207,-87.56268829,3
JD304271,7/21/2020,HOMICIDE,,1223,27,2020,41.88806095,-87.6817248,7
JD304906,7/21/2020,HOMICIDE,,1122,28,2020,41.87803012,-87.72152443,7
JE164965,3/10/2021,HOMICIDE,,212,3,2020,41.82709492,-87.62167185,3
JD304542,7/21/2020,HOMICIDE,,533,9,2020,41.65409401,-87.60680196,7
JE156432,3/22/2021,HOMICIDE,,523,9,2020,41.66340331,-87.62579388,3
JE179906,3/26/2021,HOMICIDE,,835,18,2020,41.74999538,-87.68590078,3
JD440137,11/24/2020,HOMICIDE,,623,6,2020,41.75145288,-87.62456758,11
JE180555,3/26/2021,HOMICIDE,,532,9,2020,41.68075847,-87.62178565,3
JD258149,6/8/2020,HOMICIDE,,533,9,2020,41.65803116,-87.59758716,6
JD430446,11/13/2020,HOMICIDE,,232,20,2020,41.78645654,-87.62905893,11
JD277294,6/26/2020,HOMICIDE,,1532,28,2020,41.88483073,-87.75278117,6
JD249088,5/31/2020,HOMICIDE,,1132,28,2020,41.87519261,-87.7313993,5
JE182440,3/28/2021,HOMICIDE,,1422,1,2020,41.91547946,-87.71564101,3
JE182514,3/28/2021,HOMICIDE,,532,9,2020,41.67732588,-87.61657792,3
JE181828,3/28/2021,HOMICIDE,,512,9,2020,41.70745573,-87.60563749,3
JE195766,4/11/2021,HOMICIDE,,1013,22,2020,41.84894297,-87.73334113,4
JE190306,4/5/2021,HOMICIDE,,523,34,2020,41.67521938,-87.63821239,4
JE195887,4/11/2021,HOMICIDE,,332,5,2020,41.77292489,-87.57647941,4
JD335093,8/17/2020,HOMICIDE,,1024,22,2020,41.84707436,-87.71120523,8
JD250570,6/3/2020,HOMICIDE,,1031,22,2020,41.84323887,-87.72938679,6
JD252862,6/3/2020,HOMICIDE,,621,6,2020,41.7553473,-87.64172076,6
JD252635,6/3/2020,HOMICIDE,,723,6,2020,41.77519161,-87.64588492,6
JD278156,6/27/2020,HOMICIDE,,821,14,2020,41.81282041,-87.70415996,6
JE197584,4/12/2021,HOMICIDE,,231,3,2020,41.80141631,-87.61938875,4
JE197974,4/13/2021,HOMICIDE,,434,10,2020,41.66992038,-87.55925853,4
JD306169,7/22/2020,HOMICIDE,,1633,30,2020,41.94041983,-87.76522619,7
JE198622,4/13/2021,HOMICIDE,,632,6,2020,41.73832495,-87.61498037,4
JD277859,6/27/2020,HOMICIDE,,1011,24,2020,41.86388134,-87.72266523,6
JE198861,4/14/2021,HOMICIDE,,732,6,2020,41.76079801,-87.63455159,4
JE199483,4/14/2021,HOMICIDE,,1021,24,2020,41.86184738,-87.71284984,4
JE198861,4/14/2021,HOMICIDE,,732,6,2020,41.76079801,-87.63455159,4
JD278060,6/27/2020,HOMICIDE,,712,16,2020,41.78227937,-87.64484493,6
JD277897,6/27/2020,HOMICIDE,,1112,27,2020,41.90182175,-87.71774891,6
JD302966,7/19/2020,HOMICIDE,,815,14,2020,41.79816307,-87.74291021,7
JE199141,4/14/2021,HOMICIDE,,2515,36,2020,41.91979462,-87.77144249,4
JD278154,6/27/2020,HOMICIDE,,421,7,2020,41.75641935,-87.56511023,6
JD277737,6/27/2020,HOMICIDE,,712,16,2020,41.7905503,-87.6530768,6
JD273788,6/23/2020,HOMICIDE,,231,20,2020,41.79299118,-87.61671359,6
JD305672,7/22/2020,HOMICIDE,,532,9,2020,41.67354828,-87.61679552,7
JD422229,11/6/2020,HOMICIDE,,1532,37,2020,41.88833579,-87.75291103,11
JD279573,6/28/2020,HOMICIDE,,1113,28,2020,41.8845348,-87.73839191,6
JD278523,6/28/2020,HOMICIDE,,211,4,2020,41.83740618,-87.6134734,6
JD278682,6/28/2020,HOMICIDE,,2531,29,2020,41.90448398,-87.77301677,6
JD278820,6/28/2020,HOMICIDE,,1033,12,2020,41.84576639,-87.70384094,6
JD279430,6/28/2020,HOMICIDE,,532,9,2020,41.673738,-87.6203842,6
JD278793,6/28/2020,HOMICIDE,,2423,49,2020,42.00910309,-87.66696876,6
JD422430,11/6/2020,HOMICIDE,,725,16,2020,41.77217111,-87.66559221,11
JD422410,11/6/2020,HOMICIDE,,726,17,2020,41.76959116,-87.67122761,11
JD336194,8/18/2020,HOMICIDE,,2532,37,2020,41.91221838,-87.76431905,8
JD332746,8/18/2020,HOMICIDE,,1012,24,2020,41.85703489,-87.72534029,8
JD307079,7/23/2020,HOMICIDE,,1132,28,2020,41.87529169,-87.72365083,7
JD279607,6/29/2020,HOMICIDE,,1112,27,2020,41.89785178,-87.71639126,6
JD269919,6/29/2020,HOMICIDE,,1022,24,2020,41.86592948,-87.70003431,6
JD307805,7/23/2020,HOMICIDE,,532,9,2020,41.67536526,-87.61727319,7
JD306704,7/23/2020,HOMICIDE,,321,5,2020,41.77329441,-87.59020418,7
JD307805,7/23/2020,HOMICIDE,,532,9,2020,41.67536526,-87.61727319,7
JD281257,6/30/2020,HOMICIDE,,1031,22,2020,41.84422802,-87.72649284,6
JD423602,11/7/2020,HOMICIDE,,1524,37,2020,41.89943776,-87.76251878,11
JD423611,11/7/2020,HOMICIDE,,333,5,2020,41.76345552,-87.57333215,11
JD307901,7/24/2020,HOMICIDE,,1531,37,2020,41.89737394,-87.7483113,7
JD307899,7/24/2020,HOMICIDE,,1624,45,2020,41.95407561,-87.7473188,7
JD299102,7/17/2020,HOMICIDE,,513,9,2020,41.69994781,-87.6179636,7
JD371629,9/18/2020,HOMICIDE,,423,10,2020,41.74194479,-87.55394209,9
JD283915,7/2/2020,HOMICIDE,,1031,22,2020,41.84237457,-87.72732875,7
JD283992,7/2/2020,HOMICIDE,,1111,28,2020,41.8931813,-87.74466202,7
JD358974,9/6/2020,HOMICIDE,,921,12,2020,41.82224523,-87.69094813,9
JD278523,7/2/2020,HOMICIDE,,211,4,2020,41.83740618,-87.6134734,7
JD309011,7/25/2020,HOMICIDE,,421,7,2020,41.75540448,-87.55135673,7
JD283381,7/2/2020,HOMICIDE,,915,3,2020,41.82362654,-87.63289294,7
JD283493,7/2/2020,HOMICIDE,,632,8,2020,41.73575087,-87.60366944,7
JD297679,7/7/2020,HOMICIDE,,531,9,2020,41.69091794,-87.61296712,7
JD248810,5/31/2020,HOMICIDE,,712,16,2020,41.78611161,-87.65102636,5
JD284525,7/3/2020,HOMICIDE,,713,16,2020,41.78984844,-87.65597743,7
JD248976,5/31/2020,HOMICIDE,,1533,28,2020,41.88040208,-87.7528947,5
JB206060,6/19/2020,HOMICIDE,,321,5,2020,41.77453137,-87.60336203,6
JD371894,9/18/2020,HOMICIDE,,1512,29,2020,41.88901355,-87.76886237,9
JD286080,7/4/2020,HOMICIDE,,421,7,2020,41.76004519,-87.55825699,7
JD285337,7/4/2020,HOMICIDE,,211,4,2020,41.83795422,-87.60810953,7
JD281257,7/4/2020,HOMICIDE,,1031,22,2020,41.84422802,-87.72649284,7
JD286197,7/4/2020,HOMICIDE,,712,16,2020,41.78235134,-87.6509269,7
JD285368,7/4/2020,HOMICIDE,,726,16,2020,41.77672236,-87.67627226,7
JD285927,7/4/2020,HOMICIDE,,1523,28,2020,41.88343019,-87.75640003,7
JD286161,7/4/2020,HOMICIDE,,423,7,2020,41.74375865,-87.5624653,7
JD286197,7/4/2020,HOMICIDE,,712,16,2020,41.78235134,-87.6509269,7
JD423568,11/7/2020,HOMICIDE,,1511,29,2020,41.89283147,-87.7734859,11
JD424303,11/7/2020,HOMICIDE,,2411,50,2020,42.01611393,-87.68751777,11
JD246692,5/29/2020,HOMICIDE,,225,20,2020,41.79233221,-87.62240122,5
JD240685,5/23/2020,HOMICIDE,,1132,24,2020,41.86710205,-87.72350102,5
JD241071,5/24/2020,HOMICIDE,,624,8,2020,41.75234058,-87.60157223,5
JD243985,5/27/2020,HOMICIDE,,814,22,2020,41.81668394,-87.74338578,5
JD215266,4/23/2020,HOMICIDE,,1134,24,2020,41.8718683,-87.70658461,4
JD219466,4/28/2020,HOMICIDE,,731,6,2020,41.76362153,-87.62909978,4
JD248739,5/31/2020,HOMICIDE,,413,8,2020,41.72236293,-87.58387175,5
JD217859,4/26/2020,HOMICIDE,,2513,29,2020,41.91101664,-87.78066007,4
JD249073,5/31/2020,HOMICIDE,,1121,27,2020,41.89554476,-87.70742569,5
JD248450,5/30/2020,HOMICIDE,,1834,42,2020,41.8978375,-87.62409724,5
JD248653,5/31/2020,HOMICIDE,,1122,28,2020,41.88074915,-87.72400656,5
JD245890,5/29/2020,HOMICIDE,,423,7,2020,41.73684541,-87.56364349,5
JD261141,6/11/2020,HOMICIDE,,1021,24,2020,41.85853783,-87.71031958,6
JD222763,5/3/2020,HOMICIDE,,2223,21,2020,41.72641387,-87.63488768,5
JD247925,5/30/2020,HOMICIDE,,2512,36,2020,41.92251638,-87.77810626,5
JD210575,4/16/2020,HOMICIDE,,1634,31,2020,41.94325703,-87.75744891,4
JD248956,5/31/2020,HOMICIDE,,924,15,2020,41.81125752,-87.66503969,5
JD244007,5/27/2020,HOMICIDE,,313,20,2020,41.78135007,-87.6132281,5
JD233529,5/15/2020,HOMICIDE,,935,20,2020,41.80135513,-87.64534128,5
JD211175,4/20/2020,HOMICIDE,,614,18,2020,41.74066761,-87.67290619,4
JD227712,5/8/2020,HOMICIDE,,1121,27,2020,41.89234477,-87.70890034,5
JD230731,5/12/2020,HOMICIDE,,634,21,2020,41.72233057,-87.62506354,5
JD219229,4/29/2020,HOMICIDE,,2033,47,2020,41.97460566,-87.66081929,4
JD240706,5/23/2020,HOMICIDE,,2213,21,2020,41.71695371,-87.65588998,5
JD223625,5/5/2020,HOMICIDE,,1513,29,2020,41.88023894,-87.76527117,5
JD253114,6/4/2020,HOMICIDE,,1112,37,2020,41.89960258,-87.7225454,6
JC318867,4/27/2020,HOMICIDE,,2223,21,2020,41.71876109,-87.64921552,4
JD228181,5/9/2020,HOMICIDE,,523,9,2020,41.67385205,-87.62373582,5
JD248815,6/1/2020,HOMICIDE,,1533,29,2020,41.87206714,-87.74521562,6
JD241035,5/23/2020,HOMICIDE,,311,20,2020,41.78323716,-87.62055109,5
JD243541,5/26/2020,HOMICIDE,,1122,28,2020,41.8813769,-87.72078377,5
JD212064,4/19/2020,HOMICIDE,,712,16,2020,41.78984508,-87.65354995,4
JD243541,5/26/2020,HOMICIDE,,1122,28,2020,41.8813769,-87.72078377,5
JD224389,5/4/2020,HOMICIDE,,613,21,2020,41.73916221,-87.64735388,5
JD233827,5/16/2020,HOMICIDE,,531,9,2020,41.69187409,-87.61183241,5
JD251717,6/8/2020,HOMICIDE,,1234,25,2020,41.85212816,-87.67890364,6
JD225846,5/6/2020,HOMICIDE,,2422,49,2020,42.02117887,-87.67242923,5
JD247157,5/30/2020,HOMICIDE,,311,20,2020,41.78118411,-87.61564981,5
JD210795,4/20/2020,HOMICIDE,,1133,24,2020,41.86633751,-87.71142602,4
JD247183,5/30/2020,HOMICIDE,,531,9,2020,41.68545035,-87.61064114,5
JD219422,4/28/2020,HOMICIDE,,614,21,2020,41.74210216,-87.66565833,4
JD221942,5/1/2020,HOMICIDE,,714,15,2020,41.78255991,-87.67156718,5
JD248739,5/31/2020,HOMICIDE,,413,8,2020,41.72236293,-87.58387175,5
JD256296,6/7/2020,HOMICIDE,,1223,27,2020,41.88000353,-87.67733039,6
JD245890,5/28/2020,HOMICIDE,,423,7,2020,41.73684541,-87.56364349,5
JD246069,5/29/2020,HOMICIDE,,634,21,2020,41.73627743,-87.62510451,5
JD226853,5/7/2020,HOMICIDE,,624,8,2020,41.75130534,-87.60362891,5
JD247174,5/30/2020,HOMICIDE,,411,8,2020,41.74740798,-87.59539491,5
JD213303,4/20/2020,HOMICIDE,,523,34,2020,41.67540793,-87.63581278,4
JD243890,5/26/2020,HOMICIDE,,2534,37,2020,41.90353306,-87.7294287,5
JD248896,5/31/2020,HOMICIDE,,731,6,2020,41.76463209,-87.62831164,5
JD228668,5/10/2020,HOMICIDE,,1123,28,2020,41.87831001,-87.71231607,5
JD260325,6/11/2020,HOMICIDE,,1024,24,2020,41.85482707,-87.71123655,6
JD226873,5/7/2020,HOMICIDE,,2234,34,2020,41.68932833,-87.65758946,5
JD229036,5/10/2020,HOMICIDE,,2532,37,2020,41.9143833,-87.76370829,5
JD216615,4/25/2020,HOMICIDE,,311,20,2020,41.78383384,-87.61853153,4
JD249333,6/1/2020,HOMICIDE,,1211,1,2020,41.90200746,-87.69546092,6
JD256233,6/7/2020,HOMICIDE,,1021,24,2020,41.85994259,-87.71279851,6
JD213771,4/21/2020,HOMICIDE,,1511,29,2020,41.89659051,-87.77112069,4
JD222836,5/3/2020,HOMICIDE,,923,14,2020,41.79811,-87.7024665,5
JD216340,4/24/2020,HOMICIDE,,231,3,2020,41.79473177,-87.62035774,4
JD247334,5/30/2020,HOMICIDE,,1524,37,2020,41.8954126,-87.75934445,5
JD212515,4/19/2020,HOMICIDE,,324,8,2020,41.75924279,-87.58837979,4
JD226120,5/6/2020,HOMICIDE,,831,18,2020,41.76363311,-87.69545146,5
JD241492,5/24/2020,HOMICIDE,,512,9,2020,41.70734018,-87.61212095,5
