datetime,Chicago,Temp(F),,,,,,
10/1/2012,,,,,,,,
10/1/2012,284.01,51.548,,,,,,
10/1/2012,284.054691,51.6284438,,,,,,
10/1/2012,284.1774122,51.84934196,,,,,,
10/1/2012,284.3001334,52.07024012,,,,,,
10/1/2012,284.4228546,52.29113828,,,,,,
10/1/2012,284.5455758,52.51203644,,,,,,
10/1/2012,284.668297,52.7329346,,,,,,
10/1/2012,284.7910182,52.95383276,,,,,,
10/1/2012,284.9137394,53.17473092,,,,,,
10/1/2012,285.0364606,53.39562908,,,,,,
10/1/2012,285.1591819,53.61652742,,,,,,
10/2/2012,285.2819031,53.83742558,,,,,,
10/2/2012,285.4046243,54.05832374,,,,,,
10/2/2012,285.5273455,54.2792219,,,,,,
10/2/2012,285.6500667,54.50012006,,,,,,
10/2/2012,285.7727879,54.72101822,,,,,,
10/2/2012,285.8955091,54.94191638,,,,,,
10/2/2012,286.0182303,55.16281454,,,,,,
10/2/2012,286.1409515,55.3837127,,,,,,
10/2/2012,286.2636727,55.60461086,,,,,,
10/2/2012,286.386394,55.8255092,,,,,,
10/2/2012,286.5091152,56.04640736,,,,,,
10/2/2012,286.6318364,56.26730552,,,,,,
10/2/2012,286.7545576,56.48820368,,,,,,
10/2/2012,286.8772788,56.70910184,,,,,,
10/2/2012,287,56.93,,,,,,
10/2/2012,289.3,61.07,,,,,,
10/2/2012,289.85,62.06,,,,,,
10/2/2012,290.92,63.986,,,,,,
10/2/2012,291.25,64.58,,,,,,
10/2/2012,291.18,64.454,,,,,,
10/2/2012,290.85,63.86,,,,,,
10/2/2012,290.55,63.32,,,,,,
10/2/2012,289.99,62.312,,,,,,
10/2/2012,289.12,60.746,,,,,,
10/3/2012,288.08,58.874,,,,,,
10/3/2012,287.94,58.622,,,,,,
10/3/2012,287.31,57.488,,,,,,
10/3/2012,287.09,57.092,,,,,,
10/3/2012,286.7,56.39,,,,,,
10/3/2012,286.87,56.696,,,,,,
10/3/2012,286.87,56.696,,,,,,
10/3/2012,286.56,56.138,,,,,,
10/3/2012,286.56,56.138,,,,,,
10/3/2012,286.64,56.282,,,,,,
10/3/2012,286.56,56.138,,,,,,
10/3/2012,286.38,55.814,,,,,,
10/3/2012,287.31,57.488,,,,,,
10/3/2012,288.24,59.162,,,,,,
10/3/2012,290.58,63.374,,,,,,
10/3/2012,291.3133333,64.69399994,,,,,,
10/3/2012,292.0466667,66.01400006,,,,,,
10/3/2012,292.78,67.334,,,,,,
10/3/2012,293.02,67.766,,,,,,
10/3/2012,292.96,67.658,,,,,,
10/3/2012,292.76,67.298,,,,,,
10/3/2012,292.49,66.812,,,,,,
10/3/2012,291.5,65.03,,,,,,
10/3/2012,290.51,63.248,,,,,,
10/4/2012,289.87,62.096,,,,,,
10/4/2012,289.8,61.97,,,,,,
10/4/2012,289.94,62.222,,,,,,
10/4/2012,289.93,62.204,,,,,,
10/4/2012,289.91,62.168,,,,,,
10/4/2012,290,62.33,,,,,,
10/4/2012,289.86,62.078,,,,,,
10/4/2012,289.86,62.078,,,,,,
10/4/2012,290.29,62.852,,,,,,
10/4/2012,290.13,62.564,,,,,,
10/4/2012,289.8,61.97,,,,,,
10/4/2012,289.53,61.484,,,,,,
10/4/2012,289.34,61.142,,,,,,
10/4/2012,289.14,60.782,,,,,,
10/4/2012,289.07,60.656,,,,,,
10/4/2012,289.4,61.25,,,,,,
10/4/2012,289.54,61.502,,,,,,
10/4/2012,289.88,62.114,,,,,,
10/4/2012,290.55,63.32,,,,,,
10/4/2012,290.93,64.004,,,,,,
10/4/2012,291.42,64.886,,,,,,
10/4/2012,291.29,64.652,,,,,,
10/4/2012,290.89,63.932,,,,,,
10/4/2012,290.41,63.068,,,,,,
10/5/2012,289.99,62.312,,,,,,
10/5/2012,289.57,61.556,,,,,,
10/5/2012,289.52,61.466,,,,,,
10/5/2012,289.52,61.466,,,,,,
10/5/2012,289.45,61.34,,,,,,
10/5/2012,289.24,60.962,,,,,,
10/5/2012,288.96,60.458,,,,,,
10/5/2012,288.48,59.594,,,,,,
10/5/2012,288,58.73,,,,,,
10/5/2012,287.87,58.496,,,,,,
10/5/2012,287.74,58.262,,,,,,
10/5/2012,287.54,57.902,,,,,,
10/5/2012,287.33,57.524,,,,,,
10/5/2012,288.25,59.18,,,,,,
10/5/2012,290.74,63.662,,,,,,
10/5/2012,292.6,67.01,,,,,,
10/5/2012,294.79,70.952,,,,,,
10/5/2012,296.37,73.796,,,,,,
10/5/2012,298.62,77.846,,,,,,
10/5/2012,298.04,76.802,,,,,,
10/5/2012,297.62,76.046,,,,,,
10/5/2012,295.71,72.608,,,,,,
10/5/2012,292.47,66.776,,,,,,
10/5/2012,290.56,63.338,,,,,,
10/6/2012,286.49,56.012,,,,,,
10/6/2012,285.37,53.996,,,,,,
10/6/2012,285.45,54.14,,,,,,
10/6/2012,285.64,54.482,,,,,,
10/6/2012,285.18,53.654,,,,,,
10/6/2012,284.03,51.584,,,,,,
10/6/2012,282.8,49.37,,,,,,
10/6/2012,282.52,48.866,,,,,,
10/6/2012,281.88,47.714,,,,,,
10/6/2012,281.24,46.562,,,,,,
10/6/2012,280.74,45.662,,,,,,
10/6/2012,280.1,44.51,,,,,,
10/6/2012,279.52,43.466,,,,,,
10/6/2012,279.86,44.078,,,,,,
10/6/2012,280.61,45.428,,,,,,
10/6/2012,281.05,46.22,,,,,,
10/6/2012,281.82,47.606,,,,,,
10/6/2012,282.05,48.02,,,,,,
10/6/2012,282.06,48.038,,,,,,
10/6/2012,282.27,48.416,,,,,,
10/6/2012,282.18,48.254,,,,,,
10/6/2012,282.29,48.452,,,,,,
10/6/2012,282.61,49.028,,,,,,
10/6/2012,282.43,48.704,,,,,,
10/7/2012,282.05,48.02,,,,,,
10/7/2012,281.32,46.706,,,,,,
10/7/2012,280.97,46.076,,,,,,
10/7/2012,280.25,44.78,,,,,,
10/7/2012,279,42.53,,,,,,
10/7/2012,278.09,40.892,,,,,,
10/7/2012,277.4566667,39.75200006,,,,,,
10/7/2012,276.8233333,38.61199994,,,,,,
10/7/2012,276.19,37.472,,,,,,
10/7/2012,275.88,36.914,,,,,,
10/7/2012,275.46,36.158,,,,,,
10/7/2012,274.99,35.312,,,,,,
10/7/2012,274.92,35.186,,,,,,
10/7/2012,276.13,37.364,,,,,,
10/7/2012,278.59,41.792,,,,,,
10/7/2012,280.4,45.05,,,,,,
10/7/2012,281.32,46.706,,,,,,
10/7/2012,281.97,47.876,,,,,,
10/7/2012,282.49,48.812,,,,,,
10/7/2012,282.24,48.362,,,,,,
10/7/2012,281.96,47.858,,,,,,
10/7/2012,281.57,47.156,,,,,,
10/7/2012,281.44,46.922,,,,,,
10/7/2012,281.1,46.31,,,,,,
10/8/2012,280.71,45.608,,,,,,
10/8/2012,280.52,45.266,,,,,,
10/8/2012,280.31,44.888,,,,,,
10/8/2012,280.18,44.654,,,,,,
10/8/2012,279.89,44.132,,,,,,
10/8/2012,279.37,43.196,,,,,,
10/8/2012,279.3,43.07,,,,,,
10/8/2012,279.14,42.782,,,,,,
10/8/2012,278.83,42.224,,,,,,
10/8/2012,278.17,41.036,,,,,,
10/8/2012,278.14,40.982,,,,,,
10/8/2012,277.43,39.704,,,,,,
10/8/2012,277.28,39.434,,,,,,
10/8/2012,277.95,40.64,,,,,,
10/8/2012,279.28,43.034,,,,,,
10/8/2012,280.66,45.518,,,,,,
10/8/2012,281.91,47.768,,,,,,
10/8/2012,281.89,47.732,,,,,,
10/8/2012,282.49,48.812,,,,,,
10/8/2012,282.66,49.118,,,,,,
10/8/2012,282.73,49.244,,,,,,
10/8/2012,282.63,49.064,,,,,,
10/8/2012,282.7,49.19,,,,,,
10/8/2012,281.54,47.102,,,,,,
10/9/2012,279.11,42.728,,,,,,
10/9/2012,278.07,40.856,,,,,,
10/9/2012,277.63,40.064,,,,,,
10/9/2012,276.38,37.814,,,,,,
10/9/2012,276.31,37.688,,,,,,
10/9/2012,276.06,37.238,,,,,,
10/9/2012,275.46,36.158,,,,,,
10/9/2012,274.95,35.24,,,,,,
10/9/2012,274.735,34.853,,,,,,
10/9/2012,274.52,34.466,,,,,,
10/9/2012,274.65,34.7,,,,,,
10/9/2012,274.82,35.006,,,,,,
10/9/2012,274.98,35.294,,,,,,
10/9/2012,277.14,39.182,,,,,,
10/9/2012,280.43,45.104,,,,,,
10/9/2012,282.8,49.37,,,,,,
10/9/2012,284.45,52.34,,,,,,
10/9/2012,285.13,53.564,,,,,,
10/9/2012,286.54,56.102,,,,,,
10/9/2012,287.29,57.452,,,,,,
10/9/2012,287.5,57.83,,,,,,
10/9/2012,287.72,58.226,,,,,,
10/9/2012,287.61,58.028,,,,,,
10/9/2012,286.55,56.12,,,,,,
10/10/2012,285.45,54.14,,,,,,
10/10/2012,284.8,52.97,,,,,,
10/10/2012,284.27,52.016,,,,,,
10/10/2012,284.21,51.908,,,,,,
10/10/2012,284.06,51.638,,,,,,
10/10/2012,283.58,50.774,,,,,,
10/10/2012,282.54,48.902,,,,,,
10/10/2012,282.16,48.218,,,,,,
10/10/2012,281.87,47.696,,,,,,
10/10/2012,281.5533333,47.12599994,,,,,,
10/10/2012,281.2366667,46.55600006,,,,,,
10/10/2012,280.92,45.986,,,,,,
10/10/2012,281.03,46.184,,,,,,
10/10/2012,281.75,47.48,,,,,,
10/10/2012,283.35,50.36,,,,,,
10/10/2012,284.88,53.114,,,,,,
10/10/2012,287.2,57.29,,,,,,
10/10/2012,289.88,62.114,,,,,,
10/10/2012,290.92,63.986,,,,,,
10/10/2012,291.72,65.426,,,,,,
10/10/2012,291.76,65.498,,,,,,
10/10/2012,291.23,64.544,,,,,,
10/10/2012,290.315,62.897,,,,,,
10/10/2012,289.4,61.25,,,,,,
10/11/2012,289.4,61.25,,,,,,
10/11/2012,289.4,61.25,,,,,,
10/11/2012,289.4,61.25,,,,,,
10/11/2012,289.4,61.25,,,,,,
10/11/2012,289.4,61.25,,,,,,
10/11/2012,284.805,52.979,,,,,,
10/11/2012,280.21,44.708,,,,,,
10/11/2012,278.46,41.558,,,,,,
10/11/2012,278.32,41.306,,,,,,
10/11/2012,277.73,40.244,,,,,,
10/11/2012,277.25,39.38,,,,,,
10/11/2012,276.56,38.138,,,,,,
10/11/2012,276.11,37.328,,,,,,
10/11/2012,276.67,38.336,,,,,,
10/11/2012,278.12,40.946,,,,,,
10/11/2012,278.76,42.098,,,,,,
10/11/2012,279.77,43.916,,,,,,
10/11/2012,280.78,45.734,,,,,,
10/11/2012,281.79,47.552,,,,,,
10/11/2012,282.8,49.37,,,,,,
10/11/2012,282.8,49.37,,,,,,
10/11/2012,283.93,51.404,,,,,,
10/11/2012,283.39,50.432,,,,,,
10/11/2012,282.15,48.2,,,,,,
10/12/2012,280.4,45.05,,,,,,
10/12/2012,278.68,41.954,,,,,,
10/12/2012,277.67,40.136,,,,,,
10/12/2012,277.45,39.74,,,,,,
10/12/2012,276.91,38.768,,,,,,
10/12/2012,276.5,38.03,,,,,,
10/12/2012,275.99,37.112,,,,,,
10/12/2012,276.18,37.454,,,,,,
10/12/2012,276.11,37.328,,,,,,
10/12/2012,276.73,38.444,,,,,,
10/12/2012,277.85,40.46,,,,,,
10/12/2012,278.49,41.612,,,,,,
10/12/2012,279.34,43.142,,,,,,
10/12/2012,280.61,45.428,,,,,,
10/12/2012,282.59,48.992,,,,,,
10/12/2012,285.05,53.42,,,,,,
10/12/2012,287.18,57.254,,,,,,
10/12/2012,288.56,59.738,,,,,,
10/12/2012,290.06,62.438,,,,,,
10/12/2012,291.18,64.454,,,,,,
10/12/2012,291.91,65.768,,,,,,
10/12/2012,291.51,65.048,,,,,,
10/12/2012,290.83,63.824,,,,,,
10/12/2012,290.1,62.51,,,,,,
10/13/2012,289.94,62.222,,,,,,
10/13/2012,289.78,61.934,,,,,,
10/13/2012,289.62,61.646,,,,,,
10/13/2012,289.46,61.358,,,,,,
10/13/2012,289.3,61.07,,,,,,
10/13/2012,281.11,46.328,,,,,,
10/13/2012,281.27,46.616,,,,,,
10/13/2012,281.06,46.238,,,,,,
10/13/2012,280.64,45.482,,,,,,
10/13/2012,279.53,43.484,,,,,,
10/13/2012,278.4,41.45,,,,,,
10/13/2012,277.79,40.352,,,,,,
10/13/2012,277.21,39.308,,,,,,
10/13/2012,277.68,40.154,,,,,,
10/13/2012,280.78,45.734,,,,,,
10/13/2012,283.46,50.558,,,,,,
10/13/2012,283.6,50.81,,,,,,
10/13/2012,283.53,50.684,,,,,,
10/13/2012,283.88,51.314,,,,,,
10/13/2012,284.07,51.656,,,,,,
10/13/2012,284.46,52.358,,,,,,
10/13/2012,284.26,51.998,,,,,,
10/13/2012,283.54,50.702,,,,,,
10/13/2012,282.21,48.308,,,,,,
10/14/2012,280.62,45.446,,,,,,
10/14/2012,279.91,44.168,,,,,,
10/14/2012,278.46,41.558,,,,,,
10/14/2012,279.6,43.61,,,,,,
10/14/2012,279.31,43.088,,,,,,
10/14/2012,278.91,42.368,,,,,,
10/14/2012,280.37,44.996,,,,,,
10/14/2012,281.46,46.958,,,,,,
10/14/2012,282.17,48.236,,,,,,
10/14/2012,281.08,46.274,,,,,,
10/14/2012,281.18,46.454,,,,,,
10/14/2012,281.73,47.444,,,,,,
10/14/2012,282.37,48.596,,,,,,
10/14/2012,283.37,50.396,,,,,,
10/14/2012,284.78,52.934,,,,,,
10/14/2012,285.77,54.716,,,,,,
10/14/2012,285.29,53.852,,,,,,
10/14/2012,285.06,53.438,,,,,,
10/14/2012,285.74,54.662,,,,,,
10/14/2012,287.1,57.11,,,,,,
10/14/2012,288.18,59.054,,,,,,
10/14/2012,289.4,61.25,,,,,,
10/14/2012,290.17,62.636,,,,,,
10/14/2012,290.38,63.014,,,,,,
10/15/2012,290.95,64.04,,,,,,
10/15/2012,291.16,64.418,,,,,,
10/15/2012,291.42,64.886,,,,,,
10/15/2012,291.75,65.48,,,,,,
10/15/2012,291.86,65.678,,,,,,
10/15/2012,291.94,65.822,,,,,,
10/15/2012,292.01,65.948,,,,,,
10/15/2012,291.93,65.804,,,,,,
10/15/2012,291.48,64.994,,,,,,
10/15/2012,291.19,64.472,,,,,,
10/15/2012,291.23,64.544,,,,,,
10/15/2012,291.09,64.292,,,,,,
10/15/2012,291.09,64.292,,,,,,
10/15/2012,291.37,64.796,,,,,,
10/15/2012,291.42,64.886,,,,,,
10/15/2012,291.7,65.39,,,,,,
10/15/2012,291.98,65.894,,,,,,
10/15/2012,291.99,65.912,,,,,,
10/15/2012,292.64,67.082,,,,,,
10/15/2012,293.91,69.368,,,,,,
10/15/2012,291.04,64.202,,,,,,
10/15/2012,289.22,60.926,,,,,,
10/15/2012,288.4,59.45,,,,,,
10/15/2012,284.62,52.646,,,,,,
10/16/2012,283.46,50.558,,,,,,
10/16/2012,283.54,50.702,,,,,,
10/16/2012,283.34,50.342,,,,,,
10/16/2012,283.34,50.342,,,,,,
10/16/2012,282.95,49.64,,,,,,
10/16/2012,282.25,48.38,,,,,,
10/16/2012,282.25,48.38,,,,,,
10/16/2012,282.17,48.236,,,,,,
10/16/2012,282.25,48.38,,,,,,
10/16/2012,282.1,48.11,,,,,,
10/16/2012,282.01,47.948,,,,,,
10/16/2012,282.01,47.948,,,,,,
10/16/2012,281.23,46.544,,,,,,
10/16/2012,280.85,45.86,,,,,,
10/16/2012,281.44,46.922,,,,,,
10/16/2012,282.1,48.11,,,,,,
10/16/2012,283.88,51.314,,,,,,
10/16/2012,285.13,53.564,,,,,,
10/16/2012,285.84,54.842,,,,,,
10/16/2012,286.79,56.552,,,,,,
10/16/2012,286.72,56.426,,,,,,
10/16/2012,286.85,56.66,,,,,,
10/16/2012,285.17,53.636,,,,,,
10/16/2012,283.48,50.594,,,,,,
10/17/2012,282.39,48.632,,,,,,
10/17/2012,281.62,47.246,,,,,,
10/17/2012,281,46.13,,,,,,
10/17/2012,280.03,44.384,,,,,,
10/17/2012,279.98,44.294,,,,,,
10/17/2012,279.55,43.52,,,,,,
10/17/2012,279.07,42.656,,,,,,
10/17/2012,279,42.53,,,,,,
10/17/2012,279.18,42.854,,,,,,
10/17/2012,278.83,42.224,,,,,,
10/17/2012,278.72,42.026,,,,,,
10/17/2012,278.78,42.134,,,,,,
10/17/2012,279.03,42.584,,,,,,
10/17/2012,280.69,45.572,,,,,,
10/17/2012,283.52,50.666,,,,,,
10/17/2012,286.05,55.22,,,,,,
10/17/2012,288.39,59.432,,,,,,
10/17/2012,289.02,60.566,,,,,,
10/17/2012,291.03,64.184,,,,,,
10/17/2012,292.3,66.47,,,,,,
10/17/2012,292.8,67.37,,,,,,
10/17/2012,293.3,68.27,,,,,,
10/17/2012,293.13,67.964,,,,,,
10/17/2012,292.42,66.686,,,,,,
10/18/2012,291.65,65.3,,,,,,
10/18/2012,291.44,64.922,,,,,,
10/18/2012,291.23,64.544,,,,,,
10/18/2012,290.98,64.094,,,,,,
10/18/2012,291.3,64.67,,,,,,
10/18/2012,291.59,65.192,,,,,,
10/18/2012,291.93,65.804,,,,,,
10/18/2012,292.33,66.524,,,,,,
10/18/2012,292.09,66.092,,,,,,
10/18/2012,290.7,63.59,,,,,,
10/18/2012,289.56,61.538,,,,,,
10/18/2012,288.52,59.666,,,,,,
10/18/2012,287.82,58.406,,,,,,
10/18/2012,287.96,58.658,,,,,,
10/18/2012,289.4,61.25,,,,,,
10/18/2012,290.3,62.87,,,,,,
10/18/2012,291.51,65.048,,,,,,
10/18/2012,291.82,65.606,,,,,,
10/18/2012,292.19,66.272,,,,,,
10/18/2012,292.41,66.668,,,,,,
10/18/2012,292.38,66.614,,,,,,
10/18/2012,290.81,63.788,,,,,,
10/18/2012,289,60.53,,,,,,
10/18/2012,289,60.53,,,,,,
10/19/2012,288.6,59.81,,,,,,
10/19/2012,287.87,58.496,,,,,,
10/19/2012,288.08,58.874,,,,,,
10/19/2012,287.88,58.514,,,,,,
10/19/2012,286.14,55.382,,,,,,
10/19/2012,285.28,53.834,,,,,,
10/19/2012,285.2,53.69,,,,,,
10/19/2012,284.88,53.114,,,,,,
10/19/2012,284.06,51.638,,,,,,
10/19/2012,283.07,49.856,,,,,,
10/19/2012,282.36,48.578,,,,,,
10/19/2012,282.42,48.686,,,,,,
10/19/2012,281.89,47.732,,,,,,
10/19/2012,281.39,46.832,,,,,,
10/19/2012,282.46,48.758,,,,,,
10/19/2012,284.1,51.71,,,,,,
10/19/2012,284.44,52.322,,,,,,
10/19/2012,284.19,51.872,,,,,,
10/19/2012,284.61,52.628,,,,,,
10/19/2012,284.66,52.718,,,,,,
10/19/2012,283.32,50.306,,,,,,
10/19/2012,281.89,47.732,,,,,,
10/19/2012,281.22,46.526,,,,,,
10/19/2012,280.52,45.266,,,,,,
10/20/2012,280.46,45.158,,,,,,
10/20/2012,280.59,45.392,,,,,,
10/20/2012,280.59,45.392,,,,,,
10/20/2012,280.59,45.392,,,,,,
10/20/2012,280.52,45.266,,,,,,
10/20/2012,280.52,45.266,,,,,,
10/20/2012,280.52,45.266,,,,,,
10/20/2012,280.35,44.96,,,,,,
10/20/2012,280.35,44.96,,,,,,
10/20/2012,280.35,44.96,,,,,,
10/20/2012,280.46,45.158,,,,,,
10/20/2012,280.46,45.158,,,,,,
10/20/2012,280.46,45.158,,,,,,
10/20/2012,280.59,45.392,,,,,,
10/20/2012,281.11,46.328,,,,,,
10/20/2012,281.43,46.904,,,,,,
10/20/2012,282.18,48.254,,,,,,
10/20/2012,283.07,49.856,,,,,,
10/20/2012,282.93,49.604,,,,,,
10/20/2012,283.44,50.522,,,,,,
10/20/2012,283.65,50.9,,,,,,
10/20/2012,283.65,50.9,,,,,,
10/20/2012,282.23,48.344,,,,,,
10/20/2012,282.09,48.092,,,,,,
10/21/2012,281.2,46.49,,,,,,
10/21/2012,281.29,46.652,,,,,,
10/21/2012,280.98,46.094,,,,,,
10/21/2012,280.98,46.094,,,,,,
10/21/2012,280.37,44.996,,,,,,
10/21/2012,280.03,44.384,,,,,,
10/21/2012,279.76625,43.90925,,,,,,
10/21/2012,279.5025,43.4345,,,,,,
10/21/2012,279.23875,42.95975,,,,,,
10/21/2012,278.975,42.485,,,,,,
10/21/2012,278.71125,42.01025,,,,,,
10/21/2012,278.4475,41.5355,,,,,,
10/21/2012,278.18375,41.06075,,,,,,
10/21/2012,277.92,40.586,,,,,,
10/21/2012,278.8466667,42.25400006,,,,,,
10/21/2012,279.7733333,43.92199994,,,,,,
10/21/2012,280.7,45.59,,,,,,
10/21/2012,281.6266667,47.25800006,,,,,,
10/21/2012,282.5533333,48.92599994,,,,,,
10/21/2012,283.48,50.594,,,,,,
10/21/2012,284.4066667,52.26200006,,,,,,
10/21/2012,285.3333333,53.92999994,,,,,,
10/21/2012,286.26,55.598,,,,,,
10/21/2012,285.69,54.572,,,,,,
10/22/2012,284.5425,52.5065,,,,,,
10/22/2012,283.395,50.441,,,,,,
10/22/2012,282.2475,48.3755,,,,,,
10/22/2012,281.1,46.31,,,,,,
10/22/2012,280.15,44.6,,,,,,
10/22/2012,279.23,42.944,,,,,,
10/22/2012,278.7,41.99,,,,,,
10/22/2012,278.47,41.576,,,,,,
10/22/2012,278.02,40.766,,,,,,
10/22/2012,277.4,39.65,,,,,,
10/22/2012,277.34,39.542,,,,,,
10/22/2012,277.22,39.326,,,,,,
10/22/2012,279.63,43.664,,,,,,
10/22/2012,282.04,48.002,,,,,,
10/22/2012,283.88,51.314,,,,,,
10/22/2012,285.72,54.626,,,,,,
10/22/2012,287.56,57.938,,,,,,
10/22/2012,289.21,60.908,,,,,,
10/22/2012,290.59,63.392,,,,,,
10/22/2012,291.37,64.796,,,,,,
10/22/2012,292.01,65.948,,,,,,
10/22/2012,292.39,66.632,,,,,,
10/22/2012,291.73,65.444,,,,,,
10/22/2012,289.69,61.772,,,,,,
10/23/2012,288.76,60.098,,,,,,
10/23/2012,288.27,59.216,,,,,,
10/23/2012,287.6,58.01,,,,,,
10/23/2012,286.73,56.444,,,,,,
10/23/2012,286.32,55.706,,,,,,
10/23/2012,285.89,54.932,,,,,,
10/23/2012,286.04,55.202,,,,,,
10/23/2012,285.96,55.058,,,,,,
10/23/2012,285.45,54.14,,,,,,
10/23/2012,284.99,53.312,,,,,,
10/23/2012,285.31,53.888,,,,,,
10/23/2012,285.55,54.32,,,,,,
10/23/2012,286.09,55.292,,,,,,
10/23/2012,287.33,57.524,,,,,,
10/23/2012,288.78,60.134,,,,,,
10/23/2012,290.03,62.384,,,,,,
10/23/2012,290.69,63.572,,,,,,
10/23/2012,289.69,61.772,,,,,,
10/23/2012,289.14,60.782,,,,,,
10/23/2012,289.75,61.88,,,,,,
10/23/2012,290.29,62.852,,,,,,
10/23/2012,290.85,63.86,,,,,,
10/23/2012,291.12,64.346,,,,,,
10/23/2012,291.26,64.598,,,,,,
10/24/2012,291.24,64.562,,,,,,
10/24/2012,291.19,64.472,,,,,,
10/24/2012,290.99,64.112,,,,,,
10/24/2012,290.79,63.752,,,,,,
10/24/2012,290.28,62.834,,,,,,
10/24/2012,289.76,61.898,,,,,,
10/24/2012,289.6,61.61,,,,,,
10/24/2012,288.52,59.666,,,,,,
10/24/2012,288.04,58.802,,,,,,
10/24/2012,287.67,58.136,,,,,,
10/24/2012,287.88,58.514,,,,,,
10/24/2012,287.95,58.64,,,,,,
10/24/2012,287.82,58.406,,,,,,
10/24/2012,287.49,57.812,,,,,,
10/24/2012,287.88,58.514,,,,,,
10/24/2012,288.42,59.486,,,,,,
10/24/2012,289.39,61.232,,,,,,
10/24/2012,290.34,62.942,,,,,,
10/24/2012,292,65.93,,,,,,
10/24/2012,293.49,68.612,,,,,,
10/24/2012,293.19,68.072,,,,,,
10/24/2012,292.59,66.992,,,,,,
10/24/2012,292.15,66.2,,,,,,
10/24/2012,291.69,65.372,,,,,,
10/25/2012,291.07,64.256,,,,,,
10/25/2012,290.79,63.752,,,,,,
10/25/2012,290.9,63.95,,,,,,
10/25/2012,290.65,63.5,,,,,,
10/25/2012,290.9,63.95,,,,,,
10/25/2012,290.87,63.896,,,,,,
10/25/2012,290.87,63.896,,,,,,
10/25/2012,290.21,62.708,,,,,,
10/25/2012,289.99,62.312,,,,,,
10/25/2012,289.62,61.646,,,,,,
10/25/2012,289.42,61.286,,,,,,
10/25/2012,289.9,62.15,,,,,,
10/25/2012,289.96,62.258,,,,,,
10/25/2012,290.45,63.14,,,,,,
10/25/2012,292.095,66.101,,,,,,
10/25/2012,293.74,69.062,,,,,,
10/25/2012,295.06,71.438,,,,,,
10/25/2012,296.39,73.832,,,,,,
10/25/2012,297.57,75.956,,,,,,
10/25/2012,298.76,78.098,,,,,,
10/25/2012,298.69,77.972,,,,,,
10/25/2012,299,78.53,,,,,,
10/25/2012,298.53,77.684,,,,,,
10/25/2012,297.07,75.056,,,,,,
10/26/2012,296.23,73.544,,,,,,
10/26/2012,295.83,72.824,,,,,,
10/26/2012,295.18,71.654,,,,,,
10/26/2012,294.98,71.294,,,,,,
10/26/2012,294.26,69.998,,,,,,
10/26/2012,293.82,69.206,,,,,,
10/26/2012,293.25,68.18,,,,,,
10/26/2012,292.88,67.514,,,,,,
10/26/2012,292.8,67.37,,,,,,
10/26/2012,292.48,66.794,,,,,,
10/26/2012,292.31,66.488,,,,,,
10/26/2012,292.09,66.092,,,,,,
10/26/2012,291.72,65.426,,,,,,
10/26/2012,291.86,65.678,,,,,,
10/26/2012,292.72,67.226,,,,,,
10/26/2012,294.45,70.34,,,,,,
10/26/2012,295.78,72.734,,,,,,
10/26/2012,296.58,74.174,,,,,,
10/26/2012,297.1,75.11,,,,,,
10/26/2012,297.36,75.578,,,,,,
10/26/2012,297.54,75.902,,,,,,
10/26/2012,297.41,75.668,,,,,,
10/26/2012,297.14,75.182,,,,,,
10/26/2012,291.72,65.426,,,,,,
10/27/2012,285.95,55.04,,,,,,
10/27/2012,283,49.73,,,,,,
10/27/2012,281.87,47.696,,,,,,
10/27/2012,280.84,45.842,,,,,,
10/27/2012,280.3,44.87,,,,,,
10/27/2012,280.12,44.546,,,,,,
10/27/2012,279.89,44.132,,,,,,
10/27/2012,278.91,42.368,,,,,,
10/27/2012,278.03,40.784,,,,,,
10/27/2012,277.65,40.1,,,,,,
10/27/2012,277.08,39.074,,,,,,
10/27/2012,276.63,38.264,,,,,,
10/27/2012,276.17,37.436,,,,,,
10/27/2012,276.24,37.562,,,,,,
10/27/2012,277.33,39.524,,,,,,
10/27/2012,277.83,40.424,,,,,,
10/27/2012,280.26,44.798,,,,,,
10/27/2012,281.36,46.778,,,,,,
10/27/2012,282.23,48.344,,,,,,
10/27/2012,282.24,48.362,,,,,,
10/27/2012,282.47,48.776,,,,,,
10/27/2012,282.28,48.434,,,,,,
10/27/2012,281.24,46.562,,,,,,
10/27/2012,280.53,45.284,,,,,,
10/28/2012,280.06,44.438,,,,,,
10/28/2012,280,44.33,,,,,,
10/28/2012,279.92,44.186,,,,,,
10/28/2012,279.63,43.664,,,,,,
10/28/2012,279.19,42.872,,,,,,
10/28/2012,277.92,40.586,,,,,,
10/28/2012,277.53,39.884,,,,,,
10/28/2012,276.98,38.894,,,,,,
10/28/2012,276.14,37.382,,,,,,
10/28/2012,275.99,37.112,,,,,,
10/28/2012,276.33,37.724,,,,,,
10/28/2012,275.62,36.446,,,,,,
10/28/2012,275.35,35.96,,,,,,
10/28/2012,275.5,36.23,,,,,,
10/28/2012,277.43,39.704,,,,,,
10/28/2012,279.11,42.728,,,,,,
10/28/2012,280.19,44.672,,,,,,
10/28/2012,280.79,45.752,,,,,,
10/28/2012,281.26,46.598,,,,,,
10/28/2012,281.37,46.796,,,,,,
10/28/2012,281.04,46.202,,,,,,
10/28/2012,280.57,45.356,,,,,,
10/28/2012,279.52,43.466,,,,,,
